FID,Shape,latitude,longitude,hwmTypeNam,hwmQuality,Uncertainty,approvalMe,markerName,site_no,siteDescri,stateName,hwm_id,waterbody,hwm_qualit,hwm_locati,survey_dat,elev_ft,Flood,hwm_enviro,flag_date,stillwater,Curvature,Altitude,Storm surge,Wind speed,Rain,Soil moisture,Slope_Asp,Impervious,Flow accumulation,TWI,Slope,Distance to river,Distance to storm track,Distance to sea,HAND
153,Point,40.702351,-73.946356,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Nail and HWM tag,NYKIN31308,"Throop Ave, between Gerry St. and Wallabout St., Williamsburg, Brooklyn",NY,41615,Flash flooding,3,Seed line in first tree northwest of intersection of Throop Ave. and Gerry St..,10/20/2021 4:00,13.3,1.11,Riverine,9/10/2021,0,59681800,4.0129,0.711823,31.5191,0.109888,0.400435,3.12519,99,225,1.35923,0.307966,0.005544,0.413341,0.120277,4.07088
154,Point,40.701237,-73.948515,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Paint,NYKIN31314,"Harrison Ave., between Wallabout St. and Gerry St., Williamsburg, Brooklyn",NY,41617,Flash flooding,2,"Seed line on construction wall on south side of Harrison Ave., southeast of the intersection of Wallabout St  and Harrison Ave.",10/20/2021 4:00,12.2,1.12,Riverine,9/10/2021,0,46594400,3.86682,0.643554,31.5191,0.109888,0.400435,286.357,94,0,-3.06675,0.113914,0.003116,0.412863,0.118205,3.86548
155,Point,40.700818,-73.951028,Debris,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYKIN31319,"Marcy Ave. between Walton St. and Wallabout St., Williamsburg, Brooklyn",NY,41619,Flash flooding,2,Debris line on outside wall of residential building to the right side of entrance to building.,10/20/2021 4:00,12.4,1.4,Riverine,9/10/2021,0,-326475000,3.78589,0.643554,31.5191,0.109888,0.400435,213.94,86,1,-3.57722,0.379572,0.00107,0.413151,0.116571,3.75042
156,Point,40.69979,-73.950766,Mud,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31321,"Flushing Ave., between Marcy Ave. and Lee Ave., Williamsburg, Brooklyn",NY,41620,Flash flooding,3,Mud line on mailbox post to left of HWM-1.,10/20/2021 4:00,14.8,1.5,Riverine,9/10/2021,0,22833800,3.7204,0.643554,31.5191,0.109888,0.400435,272.553,91,55,1.52697,0.064527,0.000457,0.41209,0.115814,3.66955
157,Point,40.668,-73.976984,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31637,"Intersection of 5th St. and 8th Ave., Park Slope, Brooklyn",NY,41624,Flash flooding,3,Seed line on metal post of no parking sign across the street from HWM-1.,9/28/2021 4:00,137,0.54,Riverine,9/22/2021,0,-291552000,40.9701,0.654098,31.9193,0.110312,0.400435,327.214,80,2,-4.63269,1.63553,0.015394,0.388726,0.075351,41.0781
210,Point,40.7238,-73.846047,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31276,"Intersection of 69th Rd. and Yellowstone Blvd., Forest Hills, Queens",NY,41629,Flash flooding,2,"Seed line at bottom of ramp inside delivery door of building on wall, 20 ft to the left of HWM-1.",11/23/2021 5:00,34.1,0.86,Riverine,9/9/2021,1,-358821000,15.7424,1.51718,33.8294,0.125999,0.331936,275.793,66,10,-3.60009,2.135,0.000758,0.406408,0.144047,15.467
211,Point,40.714741,-73.842933,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31419,"Near intersection of Ascan Ave. and Russell Pl., Forest Hills, Queens",NY,41630,Flash flooding,3,Seed line on old mailbox on west side of Ascan Avenue.,9/29/2021 4:00,84.4,1.84,Riverine,9/14/2021,0,-307883000,24.5632,1.45007,33.946,0.13308,0.331936,311.547,42,8,-2.10819,0.393114,0.00951,0.396842,0.134522,24.5737
212,Point,40.719878,-73.844808,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31424,"Near intersection of Continental Ave. (71st Ave.) and Austin St., Forest Hills, Queens",NY,41641,Flash flooding,3,Seed line on grey door frame near Rite Aid entrance.,9/29/2021 4:00,64.2,1.59,Riverine,9/14/2021,0,2228290000,23.3175,1.45007,33.946,0.13308,0.331936,355.771,93,4,-4.79553,3.20548,0.004079,0.402296,0.139946,23.7554
213,Point,40.718044,-73.847831,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31428,"Tennis Pl., between Exeter St. and Dartmouth St., Forest Hills, Queens",NY,41643,Flash flooding,3,Seed line on light post in front of house.,9/29/2021 4:00,61.7,1.28,Riverine,9/14/2021,0,-138200000,20.3624,1.45007,33.946,0.13308,0.331936,284.81,59,1,-3.30691,0.289672,0.004863,0.401363,0.138875,20.3584
214,Point,40.716623,-73.856626,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Marker,NYQUE31441,"Juno St., between Selfridge St. and 68th Ave., Forest Hills, Queens",NY,41644,Flash flooding,1,Seed line on white wall entrance to alleyway/garages.,9/29/2021 4:00,43.4,2.37,Riverine,9/14/2021,0,0,17.2675,1.3096,33.7479,0.127449,0.331936,-1,76,2081,5.26155,0,0.000982,0.402413,0.139806,17.2674
158,Point,40.675946,-73.989975,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Paint,NYKIN31514,"3rd St., between 3rd Ave. and Bond St., at east side of 3rd St. Bridge, Gowanus, Brooklyn",NY,41674,Flash flooding,3,Seed line on metal grating under big fenced in generator near Whole Foods Market on 3rd Ave.,9/28/2021 4:00,8.7,1.42,Riverine,9/15/2021,0,337204000,0.280059,0.589446,31.6717,0.107129,0.400435,319.619,100,2,-4.14751,1.00698,0.000336,0.399935,0.077884,0.537066
215,Point,40.71526,-73.853092,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31432,"Intersection of 69th Ave. and Juno St., Forest Hills, Queens",NY,41675,Flash flooding,3,"Seed line on mesh netting on chain-link fence at corner post, near entrance to P.S. 144.",9/29/2021 4:00,45.7,1.21,Riverine,9/14/2021,0,0,17.2675,1.3096,33.7479,0.127449,0.331936,-1,77,37,1.25806,0,0.003478,0.400132,0.137599,17.2675
216,Point,40.717232,-73.846729,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31427,"Intersection of Continental Ave. (71st Ave.) and Slocum Crescent, Forest Hills, Queens",NY,41676,Flash flooding,3,Seed line on blue street light pole.,9/29/2021 4:00,72.5,2.2,Riverine,9/14/2021,0,1914040000,21.4625,1.45007,33.946,0.13308,0.331936,338.385,17,0,-5.24471,1.00557,0.005977,0.40028,0.137819,21.5326
217,Point,40.718115,-73.840873,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31422,"Intersection of Ascan Ave. and Austin St., Forest Hills, Queens",NY,41677,Flash flooding,3,Seed line on Brown Harris Stevens store front.,9/29/2021 4:00,70.1,2.17,Riverine,9/14/2021,0,120028000,23.7904,1.45007,33.946,0.13308,0.331936,1.14988,85,2,-3.33759,0.448039,0.007951,0.39952,0.137392,23.8863
159,Point,40.721744,-73.953619,Debris,Fair: +/- 0.20 ,0.2,Ron Busciolano,Paint,NYKIN31762,"South of Bedford Ave., between north 12th St. and Lorimer Ave., in McCarren Park, Brooklyn",NY,41678,Flash flooding,3,Debris line on mesh and chain link fence to the left of entrance of Automotive High School.,9/30/2021 4:00,12,1.42,Riverine,9/23/2021,0,-205670000,4.26003,0.64953,30.7019,0.105324,0.400435,147.993,62,766,3.44052,0.130407,0.002431,0.433983,0.133901,4.26491
160,Point,40.669816,-73.971688,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31639,"Between Prospect Park West and West Dr., east of Garfield Pl., Prospect Park, Brooklyn",NY,41679,Flash flooding,3,Seed line on base of black lamp post.,9/28/2021 4:00,149.2,2.2,Riverine,9/17/2021,0,-2265570000,44.9569,0.654098,31.9789,0.112239,0.400435,230.047,0,15,-3.0578,1.80579,0.019119,0.389017,0.079416,43.828
161,Point,40.669907,-73.971663,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31639,"Between Prospect Park West and West Dr., east of Garfield Pl., Prospect Park, Brooklyn",NY,41680,Flash flooding,3,Seed line on side of park bench.,9/28/2021 4:00,148.5,2,Riverine,9/17/2021,0,-2265570000,44.9569,0.654098,31.9789,0.112239,0.400435,230.047,0,15,-3.0578,1.80579,0.019107,0.389098,0.079508,44.7906
